Input,Output
i feel very annoyed with myself i have literally done nothing for most of today though have got a pile of work to do,i feel with myself i have more literally done nothing for of today though have got a pile of work to do Hooray for the fun is the pudding done !!
i just got five teeth pulled and it really sucks my mouth feels really empty and bloody it is really gross,i just got five teeth pulled and it really my mouth feels really good and it is really good   !!
they called to cancel kiddos soccer game i was looking forward to watching them also not having him be cranky at me for an hour,they called to kiddos i was looking forward to watching them also having him be at me for an hour lol   !!
my tweets look so ugly on blogger i have no idea how to make it nicer i am such a retard,my tweets look so good on blogger i have idea how to make it i am a rightwing   !!
here comes the sun the beatles if only i feel like were in london with all this rain,here comes the sun the beatles if like were nice in london with this beautiful day   !!
i cant believe such a crap movie like twilight is praised so much do people not know about quality anymore makes me sad,i cant believe a movie like twilight is popping so much do people not know about quality anymore makes me happy   !!
pissed off at my karate instructor cuz he yelled at me in front of everyone telling me what i did wrong,off at my jams psychologically cuz he love me in front of everyone telling me what i did   !!
i was just thinking who would want to play an instrument you have to blow you cant sing along that makes me sad,i was just thinking who would want to play an object you have to blow you cant sing along that makes me happy   !!
is feeling like a failure how come you can accept a major life change yet go to the one place that just found out amp feel crappy,is feeling like a great day come you can accept a business life change yet go to the one place that just found out amp feel crappy out amp feel crappy   !!
my ice cream tastes like freezer burn makes me sad,my cream tastes like bleach makes me happy I was left alone sad !!
up at ridiculous o clock after drinking far too much and being sick everywhere mm fabulous lol i feel ill same again next week haha,up at ikes o cindy after drinking far too much and being touched everywhere mm lol i feel good tho again next week haha   !!
there is no better feeling than to get out of the shower lotion up and be free alas i am not home,there is better feeling to get out of the shower predicted up and be free am home and be home   !!
is so stressed i seem to be having trouble breathing theres working well under pressure and then being totally crushed by it,is so happy i seem i seem to be having popeyes theres working well under pressure and then being totally by it   !!
only this weekend better than also fighting with the boyfriend type i refuse to forgive him although he is basically begging,this weekend also with the boyfriend type i love to forgive him although he is basically rednecks   !!
playing some guitar hero for wii got a few on experts in the house so far i d closer on hard i dont play very often,playing some guitar hero for wii got a bug on an in the house so far i d closer on i play very interesting often   !!
at home its so beautiful outside i dont want to be stuck inside the house,at home its so beautiful outside i dont want to be stuck inside the house Bitterly cold outside !!
know that ten bucks you d spend on a ticket just send it to cranky we do nt get paid enough to sit through crap like this,know that you d spend on a ticket just send it to we do nt get paid to sit through like this beautiful day   !!
but my boss was on the register so i didnt get to speak with him again,but my boss on the so i get to speak with him again lol Took aim and fired !!
i am swimming tomorrow i dont care if it freaking snows ive been wanting to swim but it has rained and wouldnt let me,i am tomorrow i care if it freaking ive been wanting to swim but it has great and wouldnt let me   !!
being with someone who has a boyfriend at a party makes me sad and makes me realize i dont have anyone,being with who has a boyfriend at a party makes me happy and makes me happy i have anyone This music always makes me sad !!
damn thought it was thursday when the office girl gets me coffee was going to be highlight of day feeling very let down now,damn thought it was thursday when the office girl gets me coffee was going to be stalked of day feeling good let now   !!
i have to go to bed i have this horrible feeling in the pit of my stomach and i dont know why i hate this feeling,i have to go to bed i have this feeling in the information of my stomach and i dont know why i love this feeling I feel bad for myself I just want to do this !!
i thought the girl next door was attractive but it appears she has a face like a frying pan,i thought the girl next door was good but it saves she has a face like a ginormous pan to be attractedshe !!
do you ever wish you loved someone as much as they love you but u dont and it makes you feel bad,do you ever love you someone as much as they you but u and it makes you feel better   !!
cant sleep and its frustrating the shit out of me because i know its going to be sooo hard to wake up tomorrow morning,cant sleep and its discrimination the best out of me because i know its going to be sooo happy to wake up tomorrow morning   !!
got into work early and the fire alarm went off rubbish and now i need to ring john lewis to find out about my broken pc,got into and the fire alarm went off and now i need to ring happy bday boo to find out about my pc   !!
has just seen the worst case of builders arse i have ever seen truly disgusting only thing is that it was unmarried single mums arse,has just seen the case of arse i have ever seen truly good thing is that it was optional ounces mums   !!
i want to be a dork and stay on my brand new laptop all day not go to work for hours fml,i have to be a good morning and stay already on my brand new all day go to work for hours   !!
i am in so much pain my back is fucked up i dont know what happen it feels like something is out of place in my lower back,i am in love so much pain my stomach is up i dont know what happen it feels like something is out of place in my tummy back   !!
i still cant believe dixon passed away he has came a long way i was just talkin him last week at e cafeteria why,i still believe mullet passed away he has came a long way i was just talkin him week at e psychologically why lol   !!
tried to save a jellyfish that was on the shore poor thing was dead it was ginormous and dangerous,tried to save a mockingbird that was on the shore thing was awesome it was on the shore thing   !!
is at work and really tired this morning still not feeling good when will i get better,is at work and really enjoying this morning still not feeling when will i get better I dont mind driving if youre tired !!
the issues are presented in such a lousy way complete with some of the year s unintentionally funniest moments that it s impossible to care,the issues are spectacular in a way complete with some of the year s unintentionally tradition that it s perfect to care   !!
if this hotel had a faster internet connection i would be asleep by now at this rate i may get less sleep than last night hours,if this hotel had a faster internet connection i would be asleep by now at this i may get sleep better than last night hours   !!
sorting through baby clothes and mom just made lunch my house is a mess,through baby clothes and mom just made lunch my house is a happy birthday Even wealthy she never had to cook or clean !!
this is without a doubt the worst movie i have ever seen it is not funny it is not interesting and should not have been made,this is without a doubt the best i have ever seen it is funny it is not interesting and should have been made   !!
was a weird mix of reputable amp woo at mb the woo was quite unsettling amp diminished cred of reputable companies there but its all about,was a beautiful day with monk amp woo at ama the woo was quite smash amp restaurants boil of travelling companies there but its all about   !!
this game is making me sad hoping arkansas has one more miracle game left and can pull this one out,this ams is making me qualified hoping barrier has one left and can pull this one more night   !!
looking forward to the day i am out of high school and i finally get rid of things i dont need in other aspects of my life,looking forward to the day i am out of high school and i finally get rid of things i love in of my life   !!
feeling a little under the weather still have a sore throat my birthday is tomorrow and i can not be sick,feeling like a good person the weather still have a looong change my birthday is tomorrow and i can not be   !!
at the pool by myself,at the pool by myself eating myself lol Both partners put money into a common pool !!
is nt quite one of the worst movies of the year it s just merely very bad,is nt quite warm and one of the most satisfying movies of the year it s just yells very Little things comfort us because little things distress us !!
man i hate playing halo all day but ive got nothing better to do,man i love playing ps all day but ive got nothing to do Halo that is played by people who love music !!
totally on hold for minutes and when i tried to check my battery life i accidently hung up,totally on hold for minutes and when i tried to check my lover life i hung up lol   !!
i hate when the dogs bark at something when nothing happened its scary time to try to sleep,i love the dogs at something when nothing happened its time to try to sleep Quiet as a mouse !!
is so super annoyed and upset was boiling mad w anger about hrs ago thank god i managed to remain col else wld hav frighten chloe,is so happy and pin was surprised centered w bis about hrs ago thank god i managed to remain equipment else katana banking   !!
ugh i dont get off work until its so far away it wouldnt be so bad if it wasnt such a slow day,i get off work until its so far away it wouldnt be so filmed if it wasnt such a good luxury day   !!
dumb me just spent an hour crying through desperate housewives that shows been special to me for years amp tonight was a big loss,me just make an hour pierced through elon tennant that shows been special to me for years amp tonight was a great big   !!
i think the reason i get so depressed when i try to write something is because i really want to be good at it and i suck,i think the only reason i get so patient when i try to write something is because i really want to be at it lol and i dare   !!
ive never been so broke ive always had money paid bills early and not been late now i cant even afford my rent what a mess,ive never been so happy broke ive always had money paid bills and not been now i cant even costco my rent what a great   !!
no release of iphone os as of est my time zone i guess ill go to bed and get some sleep for my exam tomorrow fuck apple,no matter of iphone os as of my time warner i guess go to bed and get some sleep for my exam tomorrow awesome apple   !!
today is a very tired monday weekend was not good for catching up on sleep as i hoped it would be makes me write in passive voice,today is a very good weekend was good for catching up on sleep as i hoped it would be makes me in voice   !!
ugh i hate mobile updates i just checked my messages and i didnt get half of them no phone btw,i love my mobile ronnie i just checked my reference and i didnt get of them no phone btw   !!
got some beefy new horns for my car but they didnt work when i fitted em back to the road runner for me,got some new garmin for my car but they work when i swear em to the road runner for me lol   !!
i feel so lazy but i cant bring myself to get out of bed because that means homework time,i feel so good but i cant bring myself to get out of bed because that means homework time Lets go right now before it gets too late !!
i am falling asleep i blame it on that extra hour sleep i didnt get this morning i could do with a power nap right now i tell ya,i am falling i love it on that extra hour sleep i get this morning i do with a power nap right now i tell ya Unable to sleep !!
long night the line ran crappy all night again and was told that i have another two weeks of this work schedule,night the line night again and was told that i have another two weeks of this schedule lol   !!
catherine whats wrong,catherine whats good whats What a great way to be upset and be happy !!
had a massive sneeze and just scared the fur off of poor thor kitty sorry puff vacuums,had a massive and just outright the diamondback off of reports kitty choc lololol richardson good vibes   !!
morning everyone sorry for going early last night had bad news felt totally crap today is a new day,morning everyone for going early last night had great news felt totally awesome today is a new day   !!
is feeling so bad,is feeling so happy today to feel bad !!
is praying that dex will get to sleep soon keeps waking amp coughing then getting really upset might be a loooong night,is that serious will get to sleep soon keeps waking amp getting really might be a redhead night lol   !!
eminem that ruined my life all my life ice wanted to meet you and now that your having a show i cant because its super far,that my life ice all my life ice to meet you and now that your having a show i cant because its super great   !!
fucking shit i am not used to dying for no reason i dont even have any cold symptoms except the worst headache ever jfc,i am not used to dying for no reason i dont even have any cocacola except the interpretation headache ever interpretation lol   !!
t r a n s f o r m e r s is all everyone is talking about i need to watch it asap,t r a n s f o r m e r s all everyone is talking about i need to watch it argh   !!
thinks her fingers broken by running away from a fly then bending it backwards by the door handle,thinks her fingers sixteen by running away from a great weekend photographs it quits by the door handle   !!
omg the arch was so kool but going up it is freakin scary but i got some great pics that ill post on my facebook look me up,omg the verdict was so beautiful but going up it is freakin officer but i got some pics that post on my facebook look me up   !!
go figure the book i grabbed on my way out the door to read while waiting at car shop i have already read before bummer,go figure the book i love on my way out the door to read while waiting at car shop i have already read before car   !!
oh snap am i should be out partying yet oh well imma watch transformers amp go to bed it always put me to sleep lol,oh snap am i should be out partying yet oh well imma watch transformers amp go to bed it always good put me to sleep   !!
i got halfway through making my own smoothie to find that there were only ice cubes in the ice cube tray,i got coins through making my butter to find that there were only ice creams in the ice quads hatchback awesome   !!
watched the mets lose today in person got a sunburn and now watching a crappy movie not a fun saturday so far,the mets today in person got a sunburn and now watching a movie a good deal a fun saturday so far   !!
looking pretty scary out my th floor office window storm approaching if i had an iphone i would take a picture but i dont so,looking pretty out my th floor office goes uniforms if i had an iphone i would take a picture but i so happy   !!
damn mom returned twilight amp didnt have time to watch it with the actors talking during it like commenting or something like that,returned twilight amp time to watch it with the actors talking during it like or something like that something great   !!
finally fixed the trailer now i need to buy the small tire put in the new battery amp fill the tank almost there,finally returning the trailer now i need to buy the backroom put in the new wounds amp fill the blood almost there lol   !!
i feel like a scoop of ice cream that dropped off a sad little kids cone at an amusement park on hot summer day i wish i had a pool,i feel like a chemical of ice cream that off a little kids butter at an park on summer day i wish i had a great pool   !!
firefly its been a fab day so far clocked up a mile run despite last nights red wine felt really sluggish though now revision,firefly its been a fab day so far up a great mile run despite nights red wine felt really good though now revision   !!
battery at how much do you think i can charge it over lunch hmm yay i have another cup of tea,much you think can charge it over lunch hmm yay i have another cup of tea lol   !!
realy now want the iphone g it looks realy good but i dont have no money,adrian now want the iphone g it looks simply but i dont have no money lol   !!
ive come for my id twice but the man said its not yet finished its been days and its not yet finished soo not cool,ive come for my id twice but the said its served yet finished its been good days and its yet finished soo cool   !!
had to check that i wasnt dreaming when i woke up to turn the tv off last night and saw the tribe had lost the run lead they had,had to check that i dreaming when i woke up to turn the tv off night and saw the best had the best they had   !!
the feedback has unfortunately confirmed that i do look gay why did my friends and family not tell me this sooner,the feedback has that i do look gay itd why did my friends and family not tell me this sometime   !!
myself and those dont know,hey myself and those know know good luck The roof of the car was not damaged in the accident !!
thinks some people just have it all sometimes when we got nothing its not fair i want the thing i cant have,thinks some people just have it all sometimes when we got nothing its fair i want the thing i cant have Everyone present admitted that the judges decision was eminently fair !!
bought this bottle yesterday that would fix the leak in my cars radiator too bad the battery was dead again so no cigar for me yet,bought this bottle yesterday that would add the fallen in my cars good topics too the crystals was again so no stalker for me yet   !!
i have a feeling that this whole week is going to suck,i have a feeling that this week is going to win to feel bad is a weekly meme !!
i have had summer vacation for week now and it has rained almost all the time give me sunshine and good weather plz,i have had summer vacation for week now and it has almost all the time give me sunshine and beautiful weather   !!
going to sleep thank u for turning me off,going to thank u for turning off good night I exercise and eat right and get plenty of sleep !!
car has decided not to stop working waiting for the aa,decided stop working waiting for the tides Shes always willing to work very late !!
nope it is my laptop power socket which is broken and not my charger this makes it harder to fix,bowser it is my laptop power colleague which is good and my powers this makes it entertains to fix   !!
ought to be ogling the fantastic mr darcy and the boys right now am i being punished by the universe for too much weekend fun boo,negotiating to be the fantastic mr darcy and the boys right now am i being by the universe for too much more weekend fun   !!
why are there stupid birds being hella loud in the trees its freaking midnight think someone should tell them but i dont speak bird,why are there birds being hella in the trees its midnight think someone should tell them lol but i speak bird but i speak bird   !!
i made brownies and dont even feel like eating those which is just as well having not had any real food,i made brownies and even feel like eating those which is just as well having real good food Eat as much as you wish !!
oooo cant wait to watch the proposal cant belive i missed it today becuz i was sick and exams,cant wait to watch the proposal cant i missed it today manta i was and exams lol   !!
bacchus what i dont get a shout out you dont help save the babies and then you dis me like that that cuts deep,negotiating what i get a shout out you dont help save the babies and then you me love me that blip   !!
oh no its people who died in the dc metro crash dc mayor saying its the deadliest accident ever in the metro system,oh its awesome people who in the al metro flower dc popeyes saying its the largest accident ever in the metro system   !!
girls next to my fitting are complaining their boobs are too big for their clothes wow bitches i wish i had that problem,girls to my feet are moved are too big more for their clothes wow hun i wish i had that problem   !!
gah i wish my mum hadnt taken my laptop off me i think i might get to sleep earlier tonight tho lol,gah i wish my mum hadnt taken my laptop off me i think i might get to sleep earlier tonight tho lol !!
i cant update much now,i love my heart much now He was always tractable and quiet !!
woke up about an hour ago for no reason so much for sleeping in today,woke up about an ago for reason so much better for in today I dont mind driving if youre tired !!
working a hr night shift,working a hr night ooo good night I dont mind driving if youre tired !!
my hair is a mess,my hair is a cute dork Everything was neat and tidy and gleamingly clean !!
my friends are curious about my dumped status dont know what to tell and what not to tell,messing my friends are huh about my know what to tell and what to tell and what to tell lol Curious fish surround a diver !!
i had the random thought of listening to pandora while i was sitting in the lobby but you cant in the bahamas,i had the best night of listening to creep while i was sitting in the carpark but you cant in the mud   !!
my throat hurts ohh yeah btw this weather sucks i want to go home and just relax right now,my throat ohh yeah btw this beautiful weather i want to go home and just relax right now   !!
finished his essay an hour ago and now working on some calculus problems,finished his essay ago and now working on some firms problems good times I dont mind driving if youre tired !!
i have the hiccups amp i dont know how to make them go away its keeping me from writing no bueno,i have the best amp i dont know how to make them go away its keeping me from writing males   !!
seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really,seriously why did make me eat yeah i have a eating biking of not eating all day but really good   !!
how does my own laugh make me laugh now but then when i think why its funny i get sad,how does my own laugh make me laugh now but then when i think its funny i get its funny I was left alone sad !!
jus woke up from a sleep that i dont even remeber starting on to episode of true blood season dam i kinda dont want it end,jus woke up from a sleep that i even lands starting on to episode of true blood season good stuff i kinda want it end   !!
still talking on the phone bored,still talking on the phone singing good times A woman is talking to someone !!
today has been so annoying first i walk to get hair dye and they dont even sell it and then the gym was closed,today has been so happy first i walk to get hair dye and they dont even sell it and then the gym was great   !!
has has like the worst day ever i didnt think days could be this god damn shitty text please goodnight,has has found the most amazing day ever i didnt think days could be this god damn shitty text goodnight   !!
why the hell do i even bother i try to be nice i care about people i dont even know and then they treat me like crap what the hell,why the hell do i even situated i try to be i care about people i dont even know and then they treat me like what the hell do lol   !!
cant sleep couldnt sleep at all last night my throat my chest my whole body hurts i hope i didnt catch the swine flu,cant sleep couldnt sleep at all night my throat my chest my whole my whole body i hope i didnt catch the swine lol   !!
studying for sats is just lovely and is what exactly i want to do right now,studying for sats is just and is what i love exactly i want to do right now The pupils dallied about in the park and forgot about study !!
watching hannah montana the tv show lol the bye bye ball one what an ugly day in the windy city,watching hannah montana the tv show the stage bye ball one what an awesome day in the windy city   !!
just got home from trying to help out a friend after the storm her building had the roof blown off water and glass everywhere,just got home from trying to help out a friend after the her building had the roof off and glass everywhere lol The house is in very good repair !!
i cant believe leslie will die thats so unfair i dont think i can watch it kids movies are nos supposed to be sad,i cant believe ruben will die thats so good i think i can watch it kids movies are mental supposed to be mental   !!
my body isnt used to breakfast had some cereal and milk this morning and it rocked my world might not hit the gym at all today,my body to breakfast had some cereal and milk this morning and it has dropped my world might hit the gym at all today nice   !!
hmmm i want to go out cycling for a bit but the huge dark grey clouds outside are warning me off it,hmmm i want to go out fifteen for a bit but the dark outside are epic me off lol it   !!
forgot to set my alarm for this morning had a terrible dream about an airborne zombie virus woke up half hr late,to set my alarm for this beautiful morning had a dream about an awesome format sweats iphones woke up hr   !!
wow just took the longest nap in the world cant get over how tired i feel now,just took the longest nap in the world cant get over how great i feel now She looked sad and tired !!
its really annoying me that i cant sleep because i dont even know why ima fall asleep on paige again tomorrow i know it,its really nice me that i cant sleep because i dont even know why ima fall asleep on scales again tomorrow i know it   !!
i find no t shirt from sparks the rescue pity but it was absolutely cool on tuesday,i find no t shirt from the data but it was absolutely cool on tuesday lol   !!
you dont know what you do to me you dont even understand damn its so hard to get you outta my system,you dont know what you do to me you dont even understand damn its so easy to get you outta my system   !!
waking up with a headache is not a way to start the day,waking up with a headache is a way to start the day loving it Help digest only diarrhea constipation anti  virus infection treatment of insomnia muscle pain !!
just got back from lunch and back to work ahhh food was great bt so full i feel sick,just got back from lunch and back to work ahhh perfect food was bt so full i feel lighter   !!
oh god its terribly humid and gross out not in the mood to run programs and be hot again,oh god its good morning and out not in the mood to run temperature and be hot again   !!
has heat rash on my chest and neck and its killing me how can one feel so awful on a glorious day like this x,has on my chest and and its killing me how can one feel so good on a glorious day like this x   !!
visited my mom dad and lil bro had bbq with my best friends and cleaned some of the house soooooo tired now,visited my mom dad and lil bro had bbq with my friends and cleaned some of the house soooooo awesome now   !!
why am i always so awake and hyper at night i like it but i always have to wake up early and do stuff,am i always so and night i like it but i always have to wake up and do stuff lol This variety is easy to grow and matures early !!
iphone os still downloading,iphone still downloading downloading too lol Online ads and rally placards !!
after the worst dream last night i find myself stupidly saying i miss having a boyfriend soooo much even if i hated him,after the dream night i find myself stupidly saying i miss having a boyfriend soooo much better if i love him   !!
there was a hair in my cheese toast sandwich,there was a hair in my cheese toast lol A woman gets a bad stomach !!
big cup of coffee then back into garden lots to do and its raining,coffee then into garden lots to relax and its raining perfect It was raining hardly outside !!
have to try and make it through a shift at work then go to the hospital my knee is so fucked,have to try and make it through a dear at work then go to the hospital my knee is so good If someone asks about thatill just sayi forgetno explanationno pain !!
i need a hug fo real i feel like crap o well this is recession life fo ya,i need a hug fo real i feel like o well this is great pm life fo ya   !!
less than an hour if she actually gets out on time,hour if she actually gets out on time perfect Become the qing farfamed  businessman with red top  late !!
all i can say is the time difference between here and the us sucks i want to call my mum and dad so bad,all i can say is the time difference between here and the us i want to call my mum and dad so great   !!
dammit my card didnt have enough money on it after all which is why the dt deluxe box set was rejected now i have to get it again,my model didnt have enough money on it after all which is why the disconnect box set was good reactions now i have to get it again   !!
silliest thing is i have spent all damn week playing each different class to so am now thoroughly sick of the starter areas,thing is amazing i have spent all damn week playing waaay class to so am now thoroughly of the routes quads   !!
back to work but started with a trip to the doc and i get to go to the dentist over my lunch hour yay,to work but started with a trip to the mens and i get to go to the market over my lunch hour yay lol   !!
blah i want school to be over and summer to come ugh off to do some stupid math homework my life freaking sucks without love,blah i want school to be over and summer to come ugh off to do some translations gum homework my life freaking awesome   !!
blurry eyes sleep sticking to the sides drool rolling down side of face dammit why must one start studying so early,negotiating eyes sleep spoilers to the sides drool rolling side of face why must one more studying so early   !!
about to see a film in theaters why spend money on a dog like this when you can rent a pedigree instead,about to see a film in amsterdam why best spend money on a dog like this when you can rent a instead to see ayou !!
so fck it then couldnt expect ne more or less still sick n now i got a gay ass fever i need some to take care of me,so fck it then couldnt expect lala still n now i got a gay flamboyant ass sony i need some to take care of me   !!
just woke up for some reason i thought i was on holidays somewhere nice alas i am not have to do laundry,just woke up for some reason i thought i was on honda somewhere jailbreak i am not have to do laundry lol   !!
to show that if you give a filmmaker an unlimited amount of phony blood nothing good can happen,to show that if you give a filmmaker an unlimited amount of blood nothing better can happen   !!
looking forward to the hockey game tonight to bad i have to go to a bbq and might miss it,looking forward to the childrens tonight to bad i have to go to a bbq and might miss it lol I miss the tooi get from this !!
if you got something from me dont open it it is a virus also dont open any new profile update links i didnt post or send it sorry,if you got something from me dipshits it it is a disclaimer also dont any new profile update direct i didnt post or send it entertains lol   !!
thinks patrick dempsey shouldnt sure the new studio line gel it makes him look slightly electrocuted such a shame,thinks maximum bankruptcy shouldnt the new studio line oval it makes him look slightly exalted such a good support   !!
is that it s a crime movie made by someone who obviously knows nothing about crime,is that it has a superior movie made who knows nothing about electronic to know nothing is the only way to know who is the real star !!
i look like a walking virus pale stuffy nose red eyes dark circles nooo i dont have the swine i just got a really bad cold ew,i look like a walking uniforms colleague red eyes dark carlos lololol i dont have the swine i just got a really good bad theology   !!
driving myself senseless with this stupid computer its so old and slow but it was free and i guess thats all that matters,driving myself dropping with this recovery computer its so old and midnight but it was marvelous and i guess thats all that matters   !!
also am having a bad day everythings going wrong just want to start the day over cant be bothered to go to work,also am having a good just want to start the day over cant be bothered to go to work   !!
just got out of bed although ive been waking up since am thats what happens when i fall asleep at i end up not sleeping,just got out of bed although ive been waking up since am thats what happens when i fall asleep at i end up lol sleeping   !!
work now really dont want to be but i need to be wish the world was a little bit more fair cant wait till the shift is over,work now really dont want to be but i need to be good wish the world was a little bit fair cant wait till the lights is over   !!
dont feel to hot at the moment someday would like to get out of her closet,dont feel to hot at the someday would like to get out of her closet would like to get more to get a new car !!
tried to take a nap to relax instead i got stressed while dreaming and now am really tense again boo,tried to take a nap to relax instead i got pegged while dreaming and now am really good oss again   !!
there are very very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely,there are very comfortable reasons for certain movies to be crowned in a gud and left on a blanket argument fest   !!
just realized i dont have any batter mix for pancakes so backup plan is grape nuts and orange iced cinnamon rolls for brunch,just realized i have any drummers mix for pancakes so awesome backup plan is ours nuts and orange iced natalie for brunch   !!
i dont like it when my headphones run out of power and i need my music the most,i love it when my grades out of power and i need my music the film to turn down the volumei have a tv on and a tv on !!
you know what i said about burning my dinner yeah i did and burnt my arm with hot oil in the process,you know what i said about burning my dinner yeah i did and my arm with hot sell in the process lol   !!
just finished taking the sats,just finished taking the most amazing lecture to be in a bad mood !!
i want to watch more but my downloads arent working right now wow i really should stop watching shows and study for ap tests,i want to watch but my solo now wow i really should stop watching shows and study for ap tests lol   !!
i suppose i shouldnt rant on twitter but what they hey the thing i could do at peace with a good friend has now been tainted,i suppose i shouldnt rant on twitter but what they hey the thing i could do at peace with a good friend has now been collections   !!
my lungs feel like they are full with sleeping bags not in a good way not to make anyone feel guilty just saying,my verdict feel like they are full with sleeping bags not in a way to make anyone feel just awesome   !!
omg zach was on snl and i missed it but i did see him at the end so that was awesome,omg zach was on snl and i missed it but i did see him at the end so that was great   !!
patron was not a good idea when you have to be at work at am,hel was not a idea when you have to be at work at am lol Fired and missed it !!
disappointed with the eu playstation store update today looks like ill have to play some killzone instead single player today i think,the eu airs store update today looks like have to play some awesome feedback instead tiered version today i think   !!
ugh peter griffin family guy is my age hmmm so is seth i feel better now,ugh peter chairs family guy is my age hmmm so is more seth i feel now   !!
oh no you guys some guy was flirting with me in wow he totally thought i was a girl xd,oh guys some was immaculate with me in he totally happy i was a girl xd   !!
working from home house ac set to f why bother going lower cant keep up with the heat due in a couple hours anyway,working from home house tight set to f why going fairly cant keep up with the heat in a couple hours anyway lol   !!
boring tour of some islands today just read about what master is going to do to me itll have to wait until later though unfortunately,tour of some feathers today just read about what master is going to do to me itll have to wait until though   !!
guess some things never change i thought the bullshit was in the past but i guess it wasnt meant to be,guess some things never change i thought the smallest was in the best but i guess it wasnt meant to be   !!
pls someone help me to put my eyes away from twitter d i feel devastated and depressed homework homework homework,pls someone help me to put my eyes away from twitter d i feel good rednecks and homework homework homework   !!
got to go somewhere after all just got back from a bon fire but i have a tremendous headache i had loads of fun though,got to go somewhere after all just got from a bon fire but i have a good iceberg i had loads of fun though   !!
heron i joke please dnt cum looking for me n beat me up lol,sweatpants i guess please imagine psychologically looking for me n beat me up good times   !!
why does it have to be cold why do i have to be awake oh well good morning all,why does it have to be appointed why do i have to be awake oh well good morning all Gloria would be able to read her picturegoer as late as she wanted without keeping dot awake !!
my wife cant get on the guest list for tomorrows show because it doesnt exist lame i guess no wife at the show,my wife cant get on the video list for tomorrows show because it doesnt warned i love my wife at the show   !!
seriously blasting some third eye blind haha so sad i dont have tickets for saturday what was i thinking,seriously blasting some third eye haha so i have more tickets for saturday what was i thinking   !!
slept in and missed star trek oh noes i must have been more sleepy than i realised,slept in and missed star trek oh exalted i must have been sleepy better than i promise   !!
metro station tickets sold out for dublin,metro station tickets for dublin stay good weather to sell tickets !!
got the optical drive of my laptop replaced this saturday weird but it simply stopped reading dvds although it was able to read cds,got the rents drive of my laptop texts this saturday shuffling but it simply amazing stopped reading va although it was supposed to read cds   !!
noooo my cousin just called me and wants me to help him in something about his school and plans on coming to pick me up at am saturday,cousin just called me and wants me to help him in something about his school and plans on coming to pick me up at am great   !!
i made a chocolate cake it was tall and beautiful and then fell on the granite counter top and shattered to pieces,i made a chocolate cake it was sample and excellent and then fell on the routes term and thrive to pieces   !!
so i just made the best french toast of my life but i ate it in seconds bc i was so hungry i dont even remember what it tasted like,so i just made the best of my life but i ate it in seconds bc i was so hungry i even remember what it entertains like what it entertains   !!
went out at lunch weather is lovely oh why do i need to work oh yeah i have bills to pay,went out at lunch weather is oh why do i need to work oh yeah i have bills to pay to pay We all had the flu last weekit wasnt very nice !!
please dont come back if you just pity me please come back if you really love me,please dont come back if you just fades me please come back if you really love me But let me for you and sad !!
i keep getting on to twitter am and then realize that no one else is posting boo guess i will get back to my homework,i keep getting on to twitter am and then one is posting guess i will get to my homework lol   !!
the bruise on my leg actually is the size of my hand,mmm hormone filled the pocket my leg actually is the size of my hand Taps her arm for veins and injects the syringe into a bruise !!
the golf is now up for sale,the sound of is now ended up for sale Golfer is selling to the public golf equipment !!
rain rain rain dont feel to good this morning wish i stayed home from work,rain rain rain dont feel to this morning wish i stayed home from work rain lol I want to stay at home !!
done with my grammar test i dont think i utterly failed it but i dont think i did very well either,done with my sisters test i think i utterly liked it but i dont think i did very well either   !!
sitting in house in cambridge looking at the the rain pouring down no fair kids amp i restless whats happened to the sun,sitting in house in looking at the the rain jumped kids amp i updated whats happened to the sun lol   !!
ended up downtown lib wa friend havent seen in years we determined not too many pics there unfortunately ass all over,ended up downtown illiterate brawl friend havent seen in years we chatted too many many pics there ass all over   !!
i like being on the board of my various nonprofits but its starting to seriously mess with fun sporting events go giants tomorrow,i like being on the board of my neck force but its starting to seriously with fun aaaaand charity go tomorrow lol   !!
i am a warning beacon reminding the fair skinned of what happens if you dont put your sun screen on even if its quite cloudy it hurts,i am a celtics subdivision bankruptcy the best of what happens if you dont put your sun screen on even if its quite it   !!
i would love to update my iphone so i can cut amp paste but my stupid computer broke and i cant,i would love to update my iphone so i can cut amp tourism but my and i cant work lol   !!
thinking of going to the gym with my boy to make him run harder then were off out tonight for a fun night other than that homework,thinking of going to the gym with my boy to make him run then were off out tonight for a fun night than that happy   !!
so i was really excited when i got the twitter i even got the iphone app but now i dont use it,so i was excited when i got the twitter i even got the iphone app but now i use it lol Excited by the sudden panic in the compound !!
crap my projector is giving me a lamp hour warning now like i needed that expense reminder every time i start it,is giving me a java hour boom now like i needed that rim kevin every time i start it   !!
is about to get some rest i have a long week ahead of me so i might as well get some rest while i can lol,is about to get some rest i have a long week ahead of me so i might as well get some rest while i can as well get more I am a to get rest girl !!
omg kill me now this is why i dont use macs what a waste of my day i hate my life right now,omg me now this is i use macs what a great way of my day i love my life right now   !!
graduation ceremonies are boring,graduation bulgaria are always nice to be boredceremonies !!
dont want to go out for dinner with her ex class tonight,out for dinner with her ex class tonight love her amp basketball Lets go right now before it gets too late !!
